onset,offset,label,type,onset_sample,offset_sample,length,path,bird,fold
5969.696256,5969.703256,1,voc,179090887,179091097,210,spec2/voc/Bl122_179090887.jpg,Bl122,0
13950.106911,13950.113911,1,voc,418503207,418503417,210,spec2/voc/Bl122_418503207.jpg,Bl122,0
6124.934706,6124.944706,1,voc,183748041,183748341,300,spec2/voc/Bl122_183748041.jpg,Bl122,0
3827.024649,3827.040649,1,voc,114810739,114811219,480,spec2/voc/Bl122_114810739.jpg,Bl122,0
14795.144551,14795.150551,1,voc,443854336,443854516,180,spec2/voc/Bl122_443854336.jpg,Bl122,0
5964.619256,5964.622256,1,voc,178938577,178938667,90,spec2/voc/Bl122_178938577.jpg,Bl122,0
9064.134241,9064.142241,1,voc,271924027,271924267,240,spec2/voc/Bl122_271924027.jpg,Bl122,0
7794.528748,7794.532748,1,voc,233835862,233835982,120,spec2/voc/Bl122_233835862.jpg,Bl122,0
7908.332748,7908.371748,1,voc,237249982,237251152,1170,spec2/voc/Bl122_237249982.jpg,Bl122,0
8015.348748,8015.354748,1,voc,240460462,240460642,180,spec2/voc/Bl122_240460462.jpg,Bl122,0
5947.788256,5948.020256,1,voc,178433647,178440607,6960,spec2/voc/Bl122_178433647.jpg,Bl122,0
5925.587581,5925.742581,1,voc,177767627,177772277,4650,spec2/voc/Bl122_177767627.jpg,Bl122,0
13933.113118,13933.247118,1,voc,417993393,417997413,4020,spec2/voc/Bl122_417993393.jpg,Bl122,0
10939.118807,10939.170807,1,voc,328173564,328175124,1560,spec2/voc/Bl122_328173564.jpg,Bl122,0
9081.091241,9081.105241,1,voc,272432737,272433157,420,spec2/voc/Bl122_272432737.jpg,Bl122,0
13163.535891,13163.539891,1,voc,394906076,394906196,120,spec2/voc/Bl122_394906076.jpg,Bl122,0
6114.887706,6114.913706,1,voc,183446631,183447411,780,spec2/voc/Bl122_183446631.jpg,Bl122,0
10913.718807,10913.724807,1,voc,327411564,327411744,180,spec2/voc/Bl122_327411564.jpg,Bl122,0
7945.494748,7945.508748,1,voc,238364842,238365262,420,spec2/voc/Bl122_238364842.jpg,Bl122,0
6111.124706,6111.134706,1,voc,183333741,183334041,300,spec2/voc/Bl122_183333741.jpg,Bl122,0
13824.63722,13824.66722,1,voc,414739116,414740016,900,spec2/voc/Bl122_414739116.jpg,Bl122,0
9137.479255,9137.486255,1,voc,274124377,274124587,210,spec2/voc/Bl122_274124377.jpg,Bl122,0
10887.296136,10887.428136,1,voc,326618884,326622844,3960,spec2/voc/Bl122_326618884.jpg,Bl122,0
11099.799855,11099.805855,1,voc,332993995,332994175,180,spec2/voc/Bl122_332993995.jpg,Bl122,0
6003.747256,6003.750256,1,voc,180112417,180112507,90,spec2/voc/Bl122_180112417.jpg,Bl122,0
14784.222465,14784.233465,1,voc,443526673,443527003,330,spec2/voc/Bl122_443526673.jpg,Bl122,0
7976.089748,7976.112748,1,voc,239282692,239283382,690,spec2/voc/Bl122_239282692.jpg,Bl122,0
6123.805706,6123.828706,1,voc,183714171,183714861,690,spec2/voc/Bl122_183714171.jpg,Bl122,0
8038.293748,8038.300748,1,voc,241148812,241149022,210,spec2/voc/Bl122_241148812.jpg,Bl122,0
8982.775025,8983.002025,1,voc,269483250,269490060,6810,spec2/voc/Bl122_269483250.jpg,Bl122,0
10947.125807,10947.135807,1,voc,328413774,328414074,300,spec2/voc/Bl122_328413774.jpg,Bl122,0
6222.128295,6222.132295,1,voc,186663848,186663968,120,spec2/voc/Bl122_186663848.jpg,Bl122,0
6227.310295,6227.423295,1,voc,186819308,186822698,3390,spec2/voc/Bl122_186819308.jpg,Bl122,0
9142.404757,9142.515757,1,voc,274272142,274275472,3330,spec2/voc/Bl122_274272142.jpg,Bl122,0
3881.381062,3881.460062,1,voc,116441431,116443801,2370,spec2/voc/Bl122_116441431.jpg,Bl122,0
13161.640891,13161.702891,1,voc,394849226,394851086,1860,spec2/voc/Bl122_394849226.jpg,Bl122,0
3852.372415,3852.383415,1,voc,115571172,115571502,330,spec2/voc/Bl122_115571172.jpg,Bl122,0
5952.661256,5952.712256,1,voc,178579837,178581367,1530,spec2/voc/Bl122_178579837.jpg,Bl122,0
13170.242701,13170.244701,1,voc,395107281,395107341,60,spec2/voc/Bl122_395107281.jpg,Bl122,0
6097.68815,6097.71415,1,voc,182930644,182931424,780,spec2/voc/Bl122_182930644.jpg,Bl122,0
13215.421389,13215.734389,1,voc,396462641,396472031,9390,spec2/voc/Bl122_396462641.jpg,Bl122,0
13516.09047,13516.13547,1,voc,405482714,405484064,1350,spec2/voc/Bl122_405482714.jpg,Bl122,0
11933.86957,11933.87357,1,voc,358016087,358016207,120,spec2/voc/Bl122_358016087.jpg,Bl122,0
6059.858705,6059.868705,1,voc,181795761,181796061,300,spec2/voc/Bl122_181795761.jpg,Bl122,0
6145.620349,6145.703349,1,voc,184368610,184371100,2490,spec2/voc/Bl122_184368610.jpg,Bl122,0
10903.292825,10903.294825,1,voc,327098784,327098844,60,spec2/voc/Bl122_327098784.jpg,Bl122,0
8945.909967,8945.912967,1,voc,268377299,268377389,90,spec2/voc/Bl122_268377299.jpg,Bl122,0
6146.583349,6146.759349,1,voc,184397500,184402780,5280,spec2/voc/Bl122_184397500.jpg,Bl122,0
10944.976807,10945.052807,1,voc,328349304,328351584,2280,spec2/voc/Bl122_328349304.jpg,Bl122,0
7916.204748,7916.214748,1,voc,237486142,237486442,300,spec2/voc/Bl122_237486142.jpg,Bl122,0
5959.829256,5960.014256,1,voc,178794877,178800427,5550,spec2/voc/Bl122_178794877.jpg,Bl122,0
6157.612349,6157.631349,1,voc,184728370,184728940,570,spec2/voc/Bl122_184728370.jpg,Bl122,0
6065.365705,6065.422705,1,voc,181960971,181962681,1710,spec2/voc/Bl122_181960971.jpg,Bl122,0
5974.661256,5974.664256,1,voc,179239837,179239927,90,spec2/voc/Bl122_179239837.jpg,Bl122,0
5988.283256,5988.286256,1,voc,179648497,179648587,90,spec2/voc/Bl122_179648497.jpg,Bl122,0
13163.777891,13163.791891,1,voc,394913336,394913756,420,spec2/voc/Bl122_394913336.jpg,Bl122,0
3845.790415,3845.978415,1,voc,115373712,115379352,5640,spec2/voc/Bl122_115373712.jpg,Bl122,0
13171.247701,13171.571701,1,voc,395137431,395147151,9720,spec2/voc/Bl122_395137431.jpg,Bl122,0
13968.057352,13968.091352,1,voc,419041720,419042740,1020,spec2/voc/Bl122_419041720.jpg,Bl122,0
3824.142649,3824.161649,1,voc,114724279,114724849,570,spec2/voc/Bl122_114724279.jpg,Bl122,0
11160.82918,11160.87718,1,voc,334824875,334826315,1440,spec2/voc/Bl122_334824875.jpg,Bl122,0
6131.428293,6131.474293,1,voc,183942848,183944228,1380,spec2/voc/Bl122_183942848.jpg,Bl122,0
11968.158795,11968.396795,1,voc,359044763,359051903,7140,spec2/voc/Bl122_359044763.jpg,Bl122,0
9062.185241,9062.337241,1,voc,271865557,271870117,4560,spec2/voc/Bl122_271865557.jpg,Bl122,0
14335.036707,14335.094707,1,voc,430051101,430052841,1740,spec2/voc/Bl122_430051101.jpg,Bl122,0
9010.752241,9010.757241,1,voc,270322567,270322717,150,spec2/voc/Bl122_270322567.jpg,Bl122,0
8924.134773,8924.228773,1,voc,267724043,267726863,2820,spec2/voc/Bl122_267724043.jpg,Bl122,0
9050.249241,9050.263241,1,voc,271507477,271507897,420,spec2/voc/Bl122_271507477.jpg,Bl122,0
9124.468182,9124.472182,1,voc,273734045,273734165,120,spec2/voc/Bl122_273734045.jpg,Bl122,0
7942.675748,7942.689748,1,voc,238280272,238280692,420,spec2/voc/Bl122_238280272.jpg,Bl122,0
9101.387241,9101.395241,1,voc,273041617,273041857,240,spec2/voc/Bl122_273041617.jpg,Bl122,0
13731.929497,13732.042497,1,voc,411957884,411961274,3390,spec2/voc/Bl122_411957884.jpg,Bl122,0
9078.354241,9078.551241,1,voc,272350627,272356537,5910,spec2/voc/Bl122_272350627.jpg,Bl122,0
11177.38818,11177.41718,1,voc,335321645,335322515,870,spec2/voc/Bl122_335321645.jpg,Bl122,0
5967.928256,5967.991256,1,voc,179037847,179039737,1890,spec2/voc/Bl122_179037847.jpg,Bl122,0
5938.740256,5938.742256,1,voc,178162207,178162267,60,spec2/voc/Bl122_178162207.jpg,Bl122,0
6125.178706,6125.193706,1,voc,183755361,183755811,450,spec2/voc/Bl122_183755361.jpg,Bl122,0
3176.612448,3176.615448,1,voc,95298373,95298463,90,spec2/voc/Bl122_95298373.jpg,Bl122,0
6097.47915,6097.50515,1,voc,182924374,182925154,780,spec2/voc/Bl122_182924374.jpg,Bl122,0
6144.768349,6144.809349,1,voc,184343050,184344280,1230,spec2/voc/Bl122_184343050.jpg,Bl122,0
6195.679327,6195.683327,1,voc,185870379,185870499,120,spec2/voc/Bl122_185870379.jpg,Bl122,0
14703.510546,14703.517546,1,voc,441105316,441105526,210,spec2/voc/Bl122_441105316.jpg,Bl122,0
8018.905748,8018.908748,1,voc,240567172,240567262,90,spec2/voc/Bl122_240567172.jpg,Bl122,0
9123.500182,9123.519182,1,voc,273705005,273705575,570,spec2/voc/Bl122_273705005.jpg,Bl122,0
11985.306611,11985.504611,1,voc,359559198,359565138,5940,spec2/voc/Bl122_359559198.jpg,Bl122,0
13588.924236,13589.043236,1,voc,407667727,407671297,3570,spec2/voc/Bl122_407667727.jpg,Bl122,0
5988.235256,5988.270256,1,voc,179647057,179648107,1050,spec2/voc/Bl122_179647057.jpg,Bl122,0
6036.417533,6036.425533,1,voc,181092525,181092765,240,spec2/voc/Bl122_181092525.jpg,Bl122,0
3842.956415,3843.030415,1,voc,115288692,115290912,2220,spec2/voc/Bl122_115288692.jpg,Bl122,0
7949.335748,7949.346748,1,voc,238480072,238480402,330,spec2/voc/Bl122_238480072.jpg,Bl122,0
3837.827415,3837.919415,1,voc,115134822,115137582,2760,spec2/voc/Bl122_115134822.jpg,Bl122,0
14174.545098,14174.564098,1,voc,425236352,425236922,570,spec2/voc/Bl122_425236352.jpg,Bl122,0
8926.809773,8926.833773,1,voc,267804293,267805013,720,spec2/voc/Bl122_267804293.jpg,Bl122,0
9158.151796,9158.161796,1,voc,274744553,274744853,300,spec2/voc/Bl122_274744553.jpg,Bl122,0
6004.535256,6004.578256,1,voc,180136057,180137347,1290,spec2/voc/Bl122_180136057.jpg,Bl122,0
13988.889864,13988.896864,1,voc,419666695,419666905,210,spec2/voc/Bl122_419666695.jpg,Bl122,0
14808.883551,14808.894551,1,voc,444266506,444266836,330,spec2/voc/Bl122_444266506.jpg,Bl122,0
11148.80218,11148.80518,1,voc,334464065,334464155,90,spec2/voc/Bl122_334464065.jpg,Bl122,0
10936.402807,10936.404807,1,voc,328092084,328092144,60,spec2/voc/Bl122_328092084.jpg,Bl122,0
6132.772293,6132.774293,1,voc,183983168,183983228,60,spec2/voc/Bl122_183983168.jpg,Bl122,0
10942.714807,10942.736807,1,voc,328281444,328282104,660,spec2/voc/Bl122_328281444.jpg,Bl122,0
6174.910327,6174.943327,1,voc,185247309,185248299,990,spec2/voc/Bl122_185247309.jpg,Bl122,0
7973.258748,7973.261748,1,voc,239197762,239197852,90,spec2/voc/Bl122_239197762.jpg,Bl122,0
13190.002662,13190.358662,1,voc,395700079,395710759,10680,spec2/voc/Bl122_395700079.jpg,Bl122,0
6028.570533,6028.585533,1,voc,180857115,180857565,450,spec2/voc/Bl122_180857115.jpg,Bl122,0
5949.081256,5949.084256,1,voc,178472437,178472527,90,spec2/voc/Bl122_178472437.jpg,Bl122,0
11915.285799,11915.345799,1,voc,357458573,357460373,1800,spec2/voc/Bl122_357458573.jpg,Bl122,0
12673.535513,12673.588513,1,voc,380206065,380207655,1590,spec2/voc/Bl122_380206065.jpg,Bl122,0
6032.951533,6033.029533,1,voc,180988545,180990885,2340,spec2/voc/Bl122_180988545.jpg,Bl122,0
11143.229955,11143.273955,1,voc,334296898,334298218,1320,spec2/voc/Bl122_334296898.jpg,Bl122,0
10912.931807,10912.996807,1,voc,327387954,327389904,1950,spec2/voc/Bl122_327387954.jpg,Bl122,0
5967.721256,5967.883256,1,voc,179031637,179036497,4860,spec2/voc/Bl122_179031637.jpg,Bl122,0
9028.933241,9028.966241,1,voc,270867997,270868987,990,spec2/voc/Bl122_270867997.jpg,Bl122,0
13583.079236,13583.119236,1,voc,407492377,407493577,1200,spec2/voc/Bl122_407492377.jpg,Bl122,0
9095.618241,9095.621241,1,voc,272868547,272868637,90,spec2/voc/Bl122_272868547.jpg,Bl122,0
6009.725533,6009.846533,1,voc,180291765,180295395,3630,spec2/voc/Bl122_180291765.jpg,Bl122,0
8033.238748,8033.248748,1,voc,240997162,240997462,300,spec2/voc/Bl122_240997162.jpg,Bl122,0
8921.951773,8921.975773,1,voc,267658553,267659273,720,spec2/voc/Bl122_267658553.jpg,Bl122,0
3809.707649,3809.746649,1,voc,114291229,114292399,1170,spec2/voc/Bl122_114291229.jpg,Bl122,0
5960.524256,5960.534256,1,voc,178815727,178816027,300,spec2/voc/Bl122_178815727.jpg,Bl122,0
11209.400894,11209.424894,1,voc,336282026,336282746,720,spec2/voc/Bl122_336282026.jpg,Bl122,0
12608.036866,12608.069866,1,voc,378241105,378242095,990,spec2/voc/Bl122_378241105.jpg,Bl122,0
13225.047389,13225.282389,1,voc,396751421,396758471,7050,spec2/voc/Bl122_396751421.jpg,Bl122,0
11196.49318,11196.49518,1,voc,335894795,335894855,60,spec2/voc/Bl122_335894795.jpg,Bl122,0
11186.52918,11186.54418,1,voc,335595875,335596325,450,spec2/voc/Bl122_335595875.jpg,Bl122,0
9060.972241,9060.983241,1,voc,271829167,271829497,330,spec2/voc/Bl122_271829167.jpg,Bl122,0
6104.187706,6104.224706,1,voc,183125631,183126741,1110,spec2/voc/Bl122_183125631.jpg,Bl122,0
6106.077706,6106.107706,1,voc,183182331,183183231,900,spec2/voc/Bl122_183182331.jpg,Bl122,0
7977.965748,7977.968748,1,voc,239338972,239339062,90,spec2/voc/Bl122_239338972.jpg,Bl122,0
13808.308653,13808.312653,1,voc,414249259,414249379,120,spec2/voc/Bl122_414249259.jpg,Bl122,0
13725.68841,13725.69841,1,voc,411770652,411770952,300,spec2/voc/Bl122_411770652.jpg,Bl122,0
9070.337241,9070.341241,1,voc,272110117,272110237,120,spec2/voc/Bl122_272110117.jpg,Bl122,0
14825.065551,14825.077551,1,voc,444751966,444752326,360,spec2/voc/Bl122_444751966.jpg,Bl122,0
5952.127256,5952.230256,1,voc,178563817,178566907,3090,spec2/voc/Bl122_178563817.jpg,Bl122,0
11194.69618,11194.70118,1,voc,335840885,335841035,150,spec2/voc/Bl122_335840885.jpg,Bl122,0
11175.40418,11175.45318,1,voc,335262125,335263595,1470,spec2/voc/Bl122_335262125.jpg,Bl122,0
6013.346533,6013.356533,1,voc,180400395,180400695,300,spec2/voc/Bl122_180400395.jpg,Bl122,0
5934.451256,5934.479256,1,voc,178033537,178034377,840,spec2/voc/Bl122_178033537.jpg,Bl122,0
11148.07618,11148.07818,1,voc,334442285,334442345,60,spec2/voc/Bl122_334442285.jpg,Bl122,0
11175.24118,11175.24418,1,voc,335257235,335257325,90,spec2/voc/Bl122_335257235.jpg,Bl122,0
8916.245773,8916.289773,1,voc,267487373,267488693,1320,spec2/voc/Bl122_267487373.jpg,Bl122,0
8992.914241,8992.917241,1,voc,269787427,269787517,90,spec2/voc/Bl122_269787427.jpg,Bl122,0
8919.304773,8919.500773,1,voc,267579143,267585023,5880,spec2/voc/Bl122_267579143.jpg,Bl122,0
7922.457748,7922.492748,1,voc,237673732,237674782,1050,spec2/voc/Bl122_237673732.jpg,Bl122,0
10962.914807,10963.017807,1,voc,328887444,328890534,3090,spec2/voc/Bl122_328887444.jpg,Bl122,0
3883.141062,3883.164062,1,voc,116494231,116494921,690,spec2/voc/Bl122_116494231.jpg,Bl122,0
3822.781649,3822.859649,1,voc,114683449,114685789,2340,spec2/voc/Bl122_114683449.jpg,Bl122,0
5947.301256,5947.315256,1,voc,178419037,178419457,420,spec2/voc/Bl122_178419037.jpg,Bl122,0
3894.011652,3894.029652,1,voc,116820349,116820889,540,spec2/voc/Bl122_116820349.jpg,Bl122,0
8013.601748,8013.603748,1,voc,240408052,240408112,60,spec2/voc/Bl122_240408052.jpg,Bl122,0
7911.284748,7911.289748,1,voc,237338542,237338692,150,spec2/voc/Bl122_237338542.jpg,Bl122,0
14842.128682,14842.154682,1,voc,445263860,445264640,780,spec2/voc/Bl122_445263860.jpg,Bl122,0
10920.813807,10921.022807,1,voc,327624414,327630684,6270,spec2/voc/Bl122_327624414.jpg,Bl122,0
6086.77315,6086.77815,1,voc,182603194,182603344,150,spec2/voc/Bl122_182603194.jpg,Bl122,0
5953.486256,5953.495256,1,voc,178604587,178604857,270,spec2/voc/Bl122_178604587.jpg,Bl122,0
14824.377551,14824.422551,1,voc,444731326,444732676,1350,spec2/voc/Bl122_444731326.jpg,Bl122,0
3875.239848,3875.245848,1,voc,116257195,116257375,180,spec2/voc/Bl122_116257195.jpg,Bl122,0
8957.132967,8957.207967,1,voc,268713989,268716239,2250,spec2/voc/Bl122_268713989.jpg,Bl122,0
11194.09318,11194.09918,1,voc,335822795,335822975,180,spec2/voc/Bl122_335822795.jpg,Bl122,0
9064.772241,9064.861241,1,voc,271943167,271945837,2670,spec2/voc/Bl122_271943167.jpg,Bl122,0
6157.003349,6157.049349,1,voc,184710100,184711480,1380,spec2/voc/Bl122_184710100.jpg,Bl122,0
11851.89073,11851.89473,1,voc,355556721,355556841,120,spec2/voc/Bl122_355556721.jpg,Bl122,0
11154.04418,11154.04718,1,voc,334621325,334621415,90,spec2/voc/Bl122_334621325.jpg,Bl122,0
3850.375415,3850.384415,1,voc,115511262,115511532,270,spec2/voc/Bl122_115511262.jpg,Bl122,0
14801.922551,14801.980551,1,voc,444057676,444059416,1740,spec2/voc/Bl122_444057676.jpg,Bl122,0
11175.24818,11175.25118,1,voc,335257445,335257535,90,spec2/voc/Bl122_335257445.jpg,Bl122,0
10912.239807,10912.618807,1,voc,327367194,327378564,11370,spec2/voc/Bl122_327367194.jpg,Bl122,0
14710.771469,14710.773469,1,voc,441323144,441323204,60,spec2/voc/Bl122_441323144.jpg,Bl122,0
5956.149256,5956.175256,1,voc,178684477,178685257,780,spec2/voc/Bl122_178684477.jpg,Bl122,0
8015.784748,8015.792748,1,voc,240473542,240473782,240,spec2/voc/Bl122_240473542.jpg,Bl122,0
6050.0392,6050.0702,1,voc,181501176,181502106,930,spec2/voc/Bl122_181501176.jpg,Bl122,0
10934.613807,10934.618807,1,voc,328038414,328038564,150,spec2/voc/Bl122_328038414.jpg,Bl122,0
8362.108263,8362.144263,1,voc,250863247,250864327,1080,spec2/voc/Bl122_250863247.jpg,Bl122,0
10955.467807,10955.471807,1,voc,328664034,328664154,120,spec2/voc/Bl122_328664034.jpg,Bl122,0
6178.314327,6178.338327,1,voc,185349429,185350149,720,spec2/voc/Bl122_185349429.jpg,Bl122,0
9067.376241,9067.384241,1,voc,272021287,272021527,240,spec2/voc/Bl122_272021287.jpg,Bl122,0
5964.993256,5964.997256,1,voc,178949797,178949917,120,spec2/voc/Bl122_178949797.jpg,Bl122,0
11194.02018,11194.05118,1,voc,335820605,335821535,930,spec2/voc/Bl122_335820605.jpg,Bl122,0
13156.596066,13156.599066,1,voc,394697881,394697971,90,spec2/voc/Bl122_394697881.jpg,Bl122,0
3891.021652,3891.145652,1,voc,116730649,116734369,3720,spec2/voc/Bl122_116730649.jpg,Bl122,0
9011.509241,9011.515241,1,voc,270345277,270345457,180,spec2/voc/Bl122_270345277.jpg,Bl122,0
6136.484293,6136.768293,1,voc,184094528,184103048,8520,spec2/voc/Bl122_184094528.jpg,Bl122,0
3810.382649,3810.385649,1,voc,114311479,114311569,90,spec2/voc/Bl122_114311479.jpg,Bl122,0
9027.952241,9028.075241,1,voc,270838567,270842257,3690,spec2/voc/Bl122_270838567.jpg,Bl122,0
14836.516682,14836.523682,1,voc,445095500,445095710,210,spec2/voc/Bl122_445095500.jpg,Bl122,0
6004.311256,6004.359256,1,voc,180129337,180130777,1440,spec2/voc/Bl122_180129337.jpg,Bl122,0
11854.269769,11854.430769,1,voc,355628093,355632923,4830,spec2/voc/Bl122_355628093.jpg,Bl122,0
2959.008975,2959.067975,1,voc,88770269,88772039,1770,spec2/voc/Bl122_88770269.jpg,Bl122,0
5942.592256,5942.597256,1,voc,178277767,178277917,150,spec2/voc/Bl122_178277767.jpg,Bl122,0
14841.899682,14841.901682,1,voc,445256990,445257050,60,spec2/voc/Bl122_445256990.jpg,Bl122,0
10918.094807,10918.114807,1,voc,327542844,327543444,600,spec2/voc/Bl122_327542844.jpg,Bl122,0
6056.605705,6056.623705,1,voc,181698171,181698711,540,spec2/voc/Bl122_181698171.jpg,Bl122,0
6013.639533,6013.655533,1,voc,180409185,180409665,480,spec2/voc/Bl122_180409185.jpg,Bl122,0
13583.975236,13583.988236,1,voc,407519257,407519647,390,spec2/voc/Bl122_407519257.jpg,Bl122,0
14809.608551,14809.623551,1,voc,444288256,444288706,450,spec2/voc/Bl122_444288256.jpg,Bl122,0
7936.626748,7936.638748,1,voc,238098802,238099162,360,spec2/voc/Bl122_238098802.jpg,Bl122,0
13966.750352,13966.757352,1,voc,419002510,419002720,210,spec2/voc/Bl122_419002510.jpg,Bl122,0
9052.070241,9052.076241,1,voc,271562107,271562287,180,spec2/voc/Bl122_271562107.jpg,Bl122,0
10913.017807,10913.021807,1,voc,327390534,327390654,120,spec2/voc/Bl122_327390534.jpg,Bl122,0
6104.226706,6104.273706,1,voc,183126801,183128211,1410,spec2/voc/Bl122_183126801.jpg,Bl122,0
7802.084748,7802.089748,1,voc,234062542,234062692,150,spec2/voc/Bl122_234062542.jpg,Bl122,0
9047.680241,9047.682241,1,voc,271430407,271430467,60,spec2/voc/Bl122_271430407.jpg,Bl122,0
13949.085911,13949.102911,1,voc,418472577,418473087,510,spec2/voc/Bl122_418472577.jpg,Bl122,0
10953.427807,10953.529807,1,voc,328602834,328605894,3060,spec2/voc/Bl122_328602834.jpg,Bl122,0
14795.032551,14795.047551,1,voc,443850976,443851426,450,spec2/voc/Bl122_443850976.jpg,Bl122,0
7955.649748,7955.657748,1,voc,238669492,238669732,240,spec2/voc/Bl122_238669492.jpg,Bl122,0
13159.542891,13159.755891,1,voc,394786286,394792676,6390,spec2/voc/Bl122_394786286.jpg,Bl122,0
3816.814649,3816.826649,1,voc,114504439,114504799,360,spec2/voc/Bl122_114504439.jpg,Bl122,0
6160.775349,6160.777349,1,voc,184823260,184823320,60,spec2/voc/Bl122_184823260.jpg,Bl122,0
13968.148352,13968.219352,1,voc,419044450,419046580,2130,spec2/voc/Bl122_419044450.jpg,Bl122,0
11186.87618,11186.88818,1,voc,335606285,335606645,360,spec2/voc/Bl122_335606285.jpg,Bl122,0
9051.522241,9051.536241,1,voc,271545667,271546087,420,spec2/voc/Bl122_271545667.jpg,Bl122,0
13188.104662,13188.118662,1,voc,395643139,395643559,420,spec2/voc/Bl122_395643139.jpg,Bl122,0
7798.168748,7798.173748,1,voc,233945062,233945212,150,spec2/voc/Bl122_233945062.jpg,Bl122,0
3897.941652,3898.162652,1,voc,116938249,116944879,6630,spec2/voc/Bl122_116938249.jpg,Bl122,0
8345.708566,8345.784566,1,voc,250371256,250373536,2280,spec2/voc/Bl122_250371256.jpg,Bl122,0
7989.333748,7989.345748,1,voc,239680012,239680372,360,spec2/voc/Bl122_239680012.jpg,Bl122,0
6172.810327,6172.891327,1,voc,185184309,185186739,2430,spec2/voc/Bl122_185184309.jpg,Bl122,0
7885.736748,7885.745748,1,voc,236572102,236572372,270,spec2/voc/Bl122_236572102.jpg,Bl122,0
6154.142349,6154.148349,1,voc,184624270,184624450,180,spec2/voc/Bl122_184624270.jpg,Bl122,0
14842.219682,14842.224682,1,voc,445266590,445266740,150,spec2/voc/Bl122_445266590.jpg,Bl122,0
11138.264955,11138.291955,1,voc,334147948,334148758,810,spec2/voc/Bl122_334147948.jpg,Bl122,0
5956.246256,5956.438256,1,voc,178687387,178693147,5760,spec2/voc/Bl122_178687387.jpg,Bl122,0
12591.611947,12591.637947,1,voc,377748358,377749138,780,spec2/voc/Bl122_377748358.jpg,Bl122,0
5939.694256,5939.732256,1,voc,178190827,178191967,1140,spec2/voc/Bl122_178190827.jpg,Bl122,0
6226.883295,6226.886295,1,voc,186806498,186806588,90,spec2/voc/Bl122_186806498.jpg,Bl122,0
13584.670236,13584.776236,1,voc,407540107,407543287,3180,spec2/voc/Bl122_407540107.jpg,Bl122,0
8038.302748,8038.318748,1,voc,241149082,241149562,480,spec2/voc/Bl122_241149082.jpg,Bl122,0
6109.489706,6109.510706,1,voc,183284691,183285321,630,spec2/voc/Bl122_183284691.jpg,Bl122,0
3846.265415,3846.460415,1,voc,115387962,115393812,5850,spec2/voc/Bl122_115387962.jpg,Bl122,0
13206.116389,13206.125389,1,voc,396183491,396183761,270,spec2/voc/Bl122_396183491.jpg,Bl122,0
6050.5712,6050.6082,1,voc,181517136,181518246,1110,spec2/voc/Bl122_181517136.jpg,Bl122,0
11193.26518,11193.45118,1,voc,335797955,335803535,5580,spec2/voc/Bl122_335797955.jpg,Bl122,0
11152.46118,11152.48518,1,voc,334573835,334574555,720,spec2/voc/Bl122_334573835.jpg,Bl122,0
9040.985241,9041.117241,1,voc,271229557,271233517,3960,spec2/voc/Bl122_271229557.jpg,Bl122,0
6038.052533,6038.118533,1,voc,181141575,181143555,1980,spec2/voc/Bl122_181141575.jpg,Bl122,0
3881.237062,3881.241062,1,voc,116437111,116437231,120,spec2/voc/Bl122_116437111.jpg,Bl122,0
